n/k,p,urea,MoP,tsP,Crop_Aus(BRI 27),Crop_Aus(BRI 42),Crop_B. Aman,Crop_Boro Rice(BRI 28),Crop_Boro Rice(BRI 29),Crop_Boro Rice(BRI 36),Crop_T. Aman(BRRI 25),Crop_T. Aman(BRRI 51),Crop_T. Aman(Binadhan 9)
0.9166666666666666,0.9166666666666666,70,0.0,0.0,0,0,0,0,0,0,1,0,0
0.9444444444444445,0.9444444444444444,47,0.0,0.0,0,0,0,0,0,0,1,0,0
0.9722222222222221,0.9722222222222222,24,0.0,0.0,0,0,0,0,0,0,1,0,0
0.9999999999999999,1.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0
0.0,0.0,633,486.0,243.0,0,0,0,0,0,0,0,0,1
0.027777777777777776,0.027777777777777776,615,470.0,233.0,0,0,0,0,0,0,0,0,1
0.05555555555555555,0.05555555555555555,597,453.0,223.0,0,0,0,0,0,0,0,0,1
0.08333333333333333,0.08333333333333333,580,437.0,213.0,0,0,0,0,0,0,0,0,1
0.1111111111111111,0.1111111111111111,562,421.0,202.0,0,0,0,0,0,0,0,0,1
0.1388888888888889,0.1388888888888889,545,405.0,192.0,0,0,0,0,0,0,0,0,1
0.16666666666666666,0.16666666666666666,527,389.0,182.0,0,0,0,0,0,0,0,0,1
0.19444444444444445,0.19444444444444442,510,372.0,172.0,0,0,0,0,0,0,0,0,1
0.2222222222222222,0.2222222222222222,492,356.0,162.0,0,0,0,0,0,0,0,0,1
0.24999999999999997,0.25,474,340.0,152.0,0,0,0,0,0,0,0,0,1
0.2777777777777778,0.2777777777777778,457,324.0,142.0,0,0,0,0,0,0,0,0,1
0.3055555555555555,0.3055555555555555,439,308.0,132.0,0,0,0,0,0,0,0,0,1
0.3333333333333333,0.3333333333333333,422,291.0,121.0,0,0,0,0,0,0,0,0,1
0.3611111111111111,0.3611111111111111,404,275.0,111.0,0,0,0,0,0,0,0,0,1
0.3888888888888889,0.38888888888888884,387,259.0,101.0,0,0,0,0,0,0,0,0,1
0.41666666666666663,0.41666666666666663,369,243.0,91.0,0,0,0,0,0,0,0,0,1
0.4444444444444444,0.4444444444444444,351,227.0,81.0,0,0,0,0,0,0,0,0,1
0.47222222222222227,0.4722222222222222,334,211.0,71.0,0,0,0,0,0,0,0,0,1
0.49999999999999994,0.5,316,194.0,61.0,0,0,0,0,0,0,0,0,1
0.5277777777777778,0.5277777777777778,299,178.0,51.0,0,0,0,0,0,0,0,0,1
0.5555555555555556,0.5555555555555556,281,162.0,40.0,0,0,0,0,0,0,0,0,1
0.5833333333333333,0.5833333333333333,264,146.0,30.0,0,0,0,0,0,0,0,0,1
0.611111111111111,0.611111111111111,246,130.0,20.0,0,0,0,0,0,0,0,0,1
0.6388888888888888,0.6388888888888888,228,113.0,10.0,0,0,0,0,0,0,0,0,1
0.6666666666666666,0.6666666666666666,211,97.0,0.0,0,0,0,0,0,0,0,0,1
0.6944444444444444,0.6944444444444444,193,81.0,0.0,0,0,0,0,0,0,0,0,1
0.7222222222222222,0.7222222222222222,176,65.0,0.0,0,0,0,0,0,0,0,0,1
0.75,0.75,158,49.0,0.0,0,0,0,0,0,0,0,0,1
0.7777777777777778,0.7777777777777777,141,32.0,0.0,0,0,0,0,0,0,0,0,1
0.8055555555555555,0.8055555555555555,123,16.0,0.0,0,0,0,0,0,0,0,0,1
0.8333333333333333,0.8333333333333333,105,0.0,0.0,0,0,0,0,0,0,0,0,1
0.861111111111111,0.861111111111111,88,0.0,0.0,0,0,0,0,0,0,0,0,1
0.8888888888888888,0.8888888888888888,70,0.0,0.0,0,0,0,0,0,0,0,0,1
0.9166666666666666,0.9166666666666666,53,0.0,0.0,0,0,0,0,0,0,0,0,1
0.9444444444444445,0.9444444444444444,35,0.0,0.0,0,0,0,0,0,0,0,0,1
0.9722222222222221,0.9722222222222222,18,0.0,0.0,0,0,0,0,0,0,0,0,1
0.9999999999999999,1.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1
