n/k,p,urea,MoP,tsP,Crop_Aus(BRI 27),Crop_Aus(BRI 42),Crop_B. Aman,Crop_Boro Rice(BRI 28),Crop_Boro Rice(BRI 29),Crop_Boro Rice(BRI 36),Crop_T. Aman(BRRI 25),Crop_T. Aman(BRRI 51),Crop_T. Aman(Binadhan 9)
0.16666666666666666,0.16666666666666666,644,389.0,243.0,1,0,0,0,0,0,0,0,0
0.19444444444444445,0.19444444444444442,623,372.0,230.0,1,0,0,0,0,0,0,0,0
0.2222222222222222,0.2222222222222222,601,356.0,216.0,1,0,0,0,0,0,0,0,0
0.24999999999999997,0.25,580,340.0,203.0,1,0,0,0,0,0,0,0,0
0.2777777777777778,0.2777777777777778,558,324.0,189.0,1,0,0,0,0,0,0,0,0
0.3055555555555555,0.3055555555555555,537,308.0,176.0,1,0,0,0,0,0,0,0,0
0.3333333333333333,0.3333333333333333,515,291.0,162.0,1,0,0,0,0,0,0,0,0
0.3611111111111111,0.3611111111111111,494,275.0,149.0,1,0,0,0,0,0,0,0,0
0.3888888888888889,0.38888888888888884,473,259.0,135.0,1,0,0,0,0,0,0,0,0
0.41666666666666663,0.41666666666666663,451,243.0,122.0,1,0,0,0,0,0,0,0,0
0.4444444444444444,0.4444444444444444,430,227.0,108.0,1,0,0,0,0,0,0,0,0
0.47222222222222227,0.4722222222222222,408,211.0,95.0,1,0,0,0,0,0,0,0,0
0.49999999999999994,0.5,387,194.0,81.0,1,0,0,0,0,0,0,0,0
0.5277777777777778,0.5277777777777778,365,178.0,68.0,1,0,0,0,0,0,0,0,0
0.5555555555555556,0.5555555555555556,344,162.0,54.0,1,0,0,0,0,0,0,0,0
0.5833333333333333,0.5833333333333333,322,146.0,41.0,1,0,0,0,0,0,0,0,0
0.611111111111111,0.611111111111111,301,130.0,27.0,1,0,0,0,0,0,0,0,0
0.6388888888888888,0.6388888888888888,279,113.0,14.0,1,0,0,0,0,0,0,0,0
0.6666666666666666,0.6666666666666666,258,97.0,0.0,1,0,0,0,0,0,0,0,0
0.6944444444444444,0.6944444444444444,236,81.0,0.0,1,0,0,0,0,0,0,0,0
0.7222222222222222,0.7222222222222222,215,65.0,0.0,1,0,0,0,0,0,0,0,0
0.75,0.75,193,49.0,0.0,1,0,0,0,0,0,0,0,0
0.7777777777777778,0.7777777777777777,172,32.0,0.0,1,0,0,0,0,0,0,0,0
0.8055555555555555,0.8055555555555555,150,16.0,0.0,1,0,0,0,0,0,0,0,0
0.8333333333333333,0.8333333333333333,129,0.0,0.0,1,0,0,0,0,0,0,0,0
0.861111111111111,0.861111111111111,107,0.0,0.0,1,0,0,0,0,0,0,0,0
0.8888888888888888,0.8888888888888888,86,0.0,0.0,1,0,0,0,0,0,0,0,0
0.9166666666666666,0.9166666666666666,65,0.0,0.0,1,0,0,0,0,0,0,0,0
0.9444444444444445,0.9444444444444444,43,0.0,0.0,1,0,0,0,0,0,0,0,0
0.9722222222222221,0.9722222222222222,22,0.0,0.0,1,0,0,0,0,0,0,0,0
0.9999999999999999,1.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0
0.0,0.0,773,486.0,324.0,0,1,0,0,0,0,0,0,0
0.027777777777777776,0.027777777777777776,752,470.0,310.0,0,1,0,0,0,0,0,0,0
0.05555555555555555,0.05555555555555555,730,453.0,297.0,0,1,0,0,0,0,0,0,0
0.08333333333333333,0.08333333333333333,709,437.0,283.0,0,1,0,0,0,0,0,0,0
0.1111111111111111,0.1111111111111111,687,421.0,270.0,0,1,0,0,0,0,0,0,0
0.1388888888888889,0.1388888888888889,666,405.0,256.0,0,1,0,0,0,0,0,0,0
0.16666666666666666,0.16666666666666666,644,389.0,243.0,0,1,0,0,0,0,0,0,0
0.19444444444444445,0.19444444444444442,623,372.0,230.0,0,1,0,0,0,0,0,0,0
0.2222222222222222,0.2222222222222222,601,356.0,216.0,0,1,0,0,0,0,0,0,0
0.24999999999999997,0.25,580,340.0,203.0,0,1,0,0,0,0,0,0,0
0.2777777777777778,0.2777777777777778,558,324.0,189.0,0,1,0,0,0,0,0,0,0
0.3055555555555555,0.3055555555555555,537,308.0,176.0,0,1,0,0,0,0,0,0,0
0.3333333333333333,0.3333333333333333,515,291.0,162.0,0,1,0,0,0,0,0,0,0
0.3611111111111111,0.3611111111111111,494,275.0,149.0,0,1,0,0,0,0,0,0,0
0.3888888888888889,0.38888888888888884,473,259.0,135.0,0,1,0,0,0,0,0,0,0
0.41666666666666663,0.41666666666666663,451,243.0,122.0,0,1,0,0,0,0,0,0,0
0.4444444444444444,0.4444444444444444,430,227.0,108.0,0,1,0,0,0,0,0,0,0
0.47222222222222227,0.4722222222222222,408,211.0,95.0,0,1,0,0,0,0,0,0,0
0.49999999999999994,0.5,387,194.0,81.0,0,1,0,0,0,0,0,0,0
0.5277777777777778,0.5277777777777778,365,178.0,68.0,0,1,0,0,0,0,0,0,0
0.5555555555555556,0.5555555555555556,344,162.0,54.0,0,1,0,0,0,0,0,0,0
0.5833333333333333,0.5833333333333333,322,146.0,41.0,0,1,0,0,0,0,0,0,0
0.611111111111111,0.611111111111111,301,130.0,27.0,0,1,0,0,0,0,0,0,0
0.6388888888888888,0.6388888888888888,279,113.0,14.0,0,1,0,0,0,0,0,0,0
0.6666666666666666,0.6666666666666666,258,97.0,0.0,0,1,0,0,0,0,0,0,0
0.6944444444444444,0.6944444444444444,236,81.0,0.0,0,1,0,0,0,0,0,0,0
0.7222222222222222,0.7222222222222222,215,65.0,0.0,0,1,0,0,0,0,0,0,0
0.75,0.75,193,49.0,0.0,0,1,0,0,0,0,0,0,0
0.7777777777777778,0.7777777777777777,172,32.0,0.0,0,1,0,0,0,0,0,0,0
0.8055555555555555,0.8055555555555555,150,16.0,0.0,0,1,0,0,0,0,0,0,0
0.8333333333333333,0.8333333333333333,129,0.0,0.0,0,1,0,0,0,0,0,0,0
0.861111111111111,0.861111111111111,107,0.0,0.0,0,1,0,0,0,0,0,0,0
0.8888888888888888,0.8888888888888888,86,0.0,0.0,0,1,0,0,0,0,0,0,0
0.9166666666666666,0.9166666666666666,65,0.0,0.0,0,1,0,0,0,0,0,0,0
0.9444444444444445,0.9444444444444444,43,0.0,0.0,0,1,0,0,0,0,0,0,0
0.9722222222222221,0.9722222222222222,22,0.0,0.0,0,1,0,0,0,0,0,0,0
0.9999999999999999,1.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0
0.0,0.0,422,324.0,243.0,0,0,1,0,0,0,0,0,0
0.027777777777777776,0.027777777777777776,410,313.0,233.0,0,0,1,0,0,0,0,0,0
0.05555555555555555,0.05555555555555555,398,302.0,223.0,0,0,1,0,0,0,0,0,0
